chng_type,Type,area_ha
loss,Estuary_7148,10.06164004
gain,Estuary_7149,23.04779569
loss,Estuary_7149,115.5397653
gain,Estuary_7150,10.95075028
loss,Estuary_7150,6.35240029
gain,Estuary_7151,57.38197823
loss,Estuary_7151,9.877451032
gain,Estuary_7155,292.7431461
loss,Estuary_7155,49.98736019
gain,Estuary_7159,3536.206305
loss,Estuary_7159,3.241562076
gain,Estuary_7163,682.2626263
loss,Estuary_7163,359.9216185
gain,Estuary_7165,2.270391062
loss,Estuary_7165,0.888234689
gain,Estuary_7169,447.1888226
loss,Estuary_7169,14.37747154
gain,Estuary_7172,84.98418058
loss,Estuary_7172,22.68318082
gain,Estuary_7173,1.697200043
loss,Estuary_7173,4.197698778
gain,Estuary_7175,106.9210441
loss,Estuary_7175,22.07516611
gain,Estuary_7177,540.3580865
loss,Estuary_7177,5.285701161
gain,Estuary_7185,2.58706995
loss,Estuary_7185,12.00236242
gain,Estuary_7206,13.68702079
loss,Estuary_7206,17.07038855
gain,Estuary_7226,152.8778471
loss,Estuary_7226,22.95513704
gain,Estuary_7232,0.063628527
loss,Estuary_7232,0.191844781
gain,Estuary_7239,93.50096695
loss,Estuary_7239,59.43381104
gain,Estuary_7241,15.63217492
loss,Estuary_7241,15.14764258
gain,Estuary_7244,10.03189161
loss,Estuary_7244,2.693715615
gain,Estuary_7247,2.458513229
loss,Estuary_7247,0.151237379
gain,Estuary_7249,3.788022519
loss,Estuary_7249,22.9077346
gain,Estuary_7253,4.063795949
loss,Estuary_7253,5.924948744
gain,Estuary_7255,8.252612767
loss,Estuary_7255,2.095250732
gain,Estuary_7257,673.9084508
loss,Estuary_7257,104.1289659
gain,Estuary_726,20.75992285
loss,Estuary_726,64.47419924
gain,Estuary_7263,0.020521845
loss,Estuary_7263,1.571971172
gain,Estuary_7264,50.53982375
loss,Estuary_7264,0.303233913
gain,Estuary_7268,84.94541453
loss,Estuary_7268,22.15366557
gain,Estuary_7269,13.98595721
loss,Estuary_7269,20.72693597
gain,Estuary_7282,119.0614239
loss,Estuary_7282,55.0979339
gain,Estuary_7283,25.48172775
loss,Estuary_7283,181.8410921
gain,Estuary_729,21.58867311
loss,Estuary_729,31.21953375
gain,Estuary_7290,1.500465617
loss,Estuary_7290,14.50454478
gain,Estuary_7294,37.34838967
loss,Estuary_7294,19.63641278
gain,Estuary_7313,13.80960797
loss,Estuary_7313,6.857754387
gain,Estuary_734,0.378556585
loss,Estuary_734,32.49900382
gain,Estuary_7357,1.741913822
loss,Estuary_7357,2.409705625
gain,Estuary_738,52.67829583
loss,Estuary_738,50.63397946
loss,Estuary_739,0.10694992
gain,Estuary_741,0.050380387
loss,Estuary_741,15.99290764
gain,Estuary_7422,33.04899412
loss,Estuary_7422,24.77905917
gain,Estuary_744,5.22787088
loss,Estuary_744,20.88218001
gain,Estuary_748,1.430630337
loss,Estuary_748,16.71726297
gain,Estuary_752,2.813885656
loss,Estuary_752,4.960824552
gain,Estuary_7596,5.216324942
loss,Estuary_7596,0.462509151
gain,Estuary_760,18.77208128
loss,Estuary_760,12.56701793
gain,Estuary_761,0.409707119
loss,Estuary_761,8.039880866
gain,Estuary_7618,9.98844887
loss,Estuary_7618,2.332367897
gain,Estuary_7622,2.618057868
loss,Estuary_7622,1.015232732
gain,Estuary_7626,25.07073189
loss,Estuary_7626,22.17068902
gain,Estuary_7672,108.4148735
loss,Estuary_7672,7.928070634
gain,Estuary_7674,0.119629674
loss,Estuary_7674,5.806101725
gain,Estuary_7681,50.12147438
loss,Estuary_7681,0.058562095
gain,Estuary_769,1.074520892
loss,Estuary_769,67.34816925
gain,Estuary_7698,3.362562721
loss,Estuary_7698,4.665365296
gain,Estuary_77,1.275014816
loss,Estuary_77,4.432992307
gain,Estuary_7700,12.71856538
loss,Estuary_7700,10.14454876
gain,Estuary_7710,15.77877421
loss,Estuary_7710,22.96940244
gain,Estuary_7718,2.393902001
loss,Estuary_7718,2.706261816
gain,Estuary_7727,3.336929825
loss,Estuary_7727,4.759910998
gain,Estuary_773,0.047992792
gain,Estuary_7739,26.26635002
loss,Estuary_7739,34.11272585
gain,Estuary_776,46.20156568
loss,Estuary_776,32.76834777
gain,Estuary_7831,2.767997579
loss,Estuary_7831,0.719427702
loss,Estuary_7843,1.05516032
gain,Estuary_7853,0.438000015
loss,Estuary_7853,6.680941564
gain,Estuary_788,28.54069295
loss,Estuary_788,30.88832334
gain,Estuary_7950,4.099203509
loss,Estuary_7950,11.75006888
gain,Estuary_7953,4.024041405
loss,Estuary_7953,65.40678891
gain,Estuary_7972,11.63017477
loss,Estuary_7972,0.804415653
gain,Estuary_7982,4.883278257
loss,Estuary_7982,0.262801255
loss,Estuary_7983,0.900560046
gain,Estuary_800,3.749051737
loss,Estuary_800,11.80672413
gain,Estuary_8055,5.144209115
loss,Estuary_8055,4.393894116
gain,Estuary_806,0.61527612
loss,Estuary_806,6.596987575
gain,Estuary_8133,2.246569602
loss,Estuary_8133,26.47247617
gain,Estuary_8145,1.461607813
loss,Estuary_8145,5.569970016
gain,Estuary_8154,0.219980395
loss,Estuary_8154,5.295712588
gain,Estuary_8168,2.812339559
loss,Estuary_8168,9.197452339
gain,Estuary_8169,68.5034828
loss,Estuary_8169,27.27278215
gain,Estuary_8181,35.00481664
loss,Estuary_8181,34.68544737
gain,Estuary_8304,23.94532838
loss,Estuary_8304,0.224537104
gain,Estuary_831,5.190985403
loss,Estuary_831,89.4126953
gain,Estuary_8328,0.019953007
loss,Estuary_8328,0.363597036
gain,Estuary_835,0.878702944
loss,Estuary_835,4.232041545
gain,Estuary_8354,3.580269882
loss,Estuary_8354,3.697891381
gain,Estuary_8360,1.318743288
loss,Estuary_8360,0.745229802
gain,Estuary_843,41.56097129
loss,Estuary_843,232.7218884
gain,Estuary_8450,4.004815523
loss,Estuary_8450,14.79650144
gain,Estuary_8460,2.511898347
loss,Estuary_8460,0.051510498
gain,Estuary_847,0.37006762
loss,Estuary_847,16.61190644
gain,Estuary_8482,2.845171899
loss,Estuary_8482,7.533272284
gain,Estuary_8542,0.264642764
loss,Estuary_8542,2.065491613
gain,Estuary_8580,3.92374864
loss,Estuary_8580,12.99727852
gain,Estuary_8617,5.456617719
loss,Estuary_8617,18.68124804
gain,Estuary_8626,0.48690301
loss,Estuary_8626,1.407351314
gain,Estuary_865,305.1479185
loss,Estuary_865,34.78549645
gain,Estuary_868,6.931652228
loss,Estuary_868,17.83729511
gain,Estuary_874,0.565179516
loss,Estuary_874,0.675628494
gain,Estuary_876,61.76989921
loss,Estuary_876,52.45989392
gain,Estuary_882,11.81067993
loss,Estuary_882,1.904598097
gain,Estuary_891,7.909679039
loss,Estuary_891,6.853087293
gain,Estuary_895,210.61236
loss,Estuary_895,36.02212352
gain,Estuary_897,4.474514677
loss,Estuary_897,20.34483749
gain,Estuary_898,4.774544067
loss,Estuary_898,12.35968885
gain,Estuary_9,57.7318421
loss,Estuary_9,11.44943082
gain,Estuary_900,7.621896025
loss,Estuary_900,76.8731462
gain,Estuary_90000,18.60256805
loss,Estuary_90000,7.010219888
gain,Estuary_90001,11.09665416
loss,Estuary_90001,4.150645311
gain,Estuary_90002,0.004045089
loss,Estuary_90002,0.244305549
gain,Estuary_90003,0.805684523
loss,Estuary_90003,2.938560486
gain,Estuary_90006,1334.173414
loss,Estuary_90006,83.49745742
loss,Estuary_90007,0.154683616
gain,Estuary_90008,2.159562898
loss,Estuary_90008,1.071468687
loss,Estuary_90009,0.235729329
loss,Estuary_90010,0.022786262
gain,Estuary_90018,6.015431255
loss,Estuary_90018,0.349853451
gain,Estuary_90020,0.097752163
gain,Estuary_90021,0.223647715
loss,Estuary_90021,1.213452028
gain,Estuary_90022,36.08485327
loss,Estuary_90022,9.138945213
gain,Estuary_90023,36.28132436
loss,Estuary_90023,2.690011033
gain,Estuary_90024,1.107021408
loss,Estuary_90024,0.158391821
gain,Estuary_902,166.2264781
loss,Estuary_902,42.22571399
gain,Estuary_903,2.905816176
loss,Estuary_903,5.788157186
gain,Estuary_909,7.093028806
loss,Estuary_909,26.3437326
gain,Estuary_920,2.946172464
loss,Estuary_920,443.1894114
gain,Estuary_927,34.64011767
loss,Estuary_927,76.83328268
gain,Estuary_930,8.254336799
loss,Estuary_930,9.938398963
gain,Estuary_931,0.121340339
loss,Estuary_931,1.985687308
gain,Estuary_935,15.62571378
loss,Estuary_935,41.40744602
gain,Estuary_936,2.16498908
loss,Estuary_936,1.51892796
gain,Estuary_937,4.406854361
loss,Estuary_937,6.558180819
gain,Estuary_939,0.008985386
loss,Estuary_939,0.249364971
gain,Estuary_946,0.442557248
loss,Estuary_946,3.839782205
gain,Estuary_951,19.55181678
loss,Estuary_951,55.92792017
gain,Estuary_953,8.107502986
loss,Estuary_953,289.2234167
gain,Estuary_959,26.55955296
loss,Estuary_959,15.85035108
gain,Estuary_96,7.665974975
loss,Estuary_96,0.49884473
gain,Estuary_961,10.91333047
loss,Estuary_961,31.97005717
gain,Estuary_97,27.85010816
loss,Estuary_97,24.40616624
gain,Estuary_970,4.533434195
loss,Estuary_970,18.87071971
gain,Estuary_973,218.4056959
loss,Estuary_973,133.90784
gain,Estuary_974,4.516162351
loss,Estuary_974,17.47754774
gain,Estuary_977,1.795154526
loss,Estuary_977,12.60362471
gain,Estuary_979,16.38162275
loss,Estuary_979,91.44214267
gain,Estuary_982,41.1261132
loss,Estuary_982,136.3400701
gain,Estuary_996,0.470529924
loss,Estuary_996,6.130533104
gain,Lagoon_10083,11.16208084
loss,Lagoon_10083,0.267509996
gain,Lagoon_10095,0.140455354
loss,Lagoon_10095,0.338229184
gain,Lagoon_10116,0.008812599
gain,Lagoon_10120,0.233919745
loss,Lagoon_10120,1.143124835
gain,Lagoon_10122,0.052767738
loss,Lagoon_10122,3.610306691
gain,Lagoon_10371,0.777075179
loss,Lagoon_10371,2.308231634
gain,Lagoon_10407,0.579356335
loss,Lagoon_10407,0.390259481
loss,Lagoon_10480,3.850220249
gain,Lagoon_1125,0.466832975
loss,Lagoon_1125,14.3825122
gain,Lagoon_1148,0.137483678
loss,Lagoon_1148,2.678175515
gain,Lagoon_1246,1.771634392
loss,Lagoon_1246,4.893635694
gain,Lagoon_1255,9.333617589
loss,Lagoon_1255,12.47946352
gain,Lagoon_134,7.875310627
loss,Lagoon_134,8.488006681
gain,Lagoon_14,77.88999659
loss,Lagoon_14,19.52442984
gain,Lagoon_1415,0.364283403
loss,Lagoon_1415,3.022820519
gain,Lagoon_1454,1.615708259
loss,Lagoon_1454,12.0455734
gain,Lagoon_1456,0.09253742
loss,Lagoon_1456,3.87847996
gain,Lagoon_1564,25.69797507
loss,Lagoon_1564,18.08193329
gain,Lagoon_1708,30.36023529
loss,Lagoon_1708,16.51159248
gain,Lagoon_1760,1.022146482
loss,Lagoon_1760,13.88243971
gain,Lagoon_20000,22.10819134
loss,Lagoon_20000,81.3154235
gain,Lagoon_20001,12.83605506
loss,Lagoon_20001,88.19771846
gain,Lagoon_20002,1.239383694
loss,Lagoon_20002,1.458990318
gain,Lagoon_20010,2.915566115
loss,Lagoon_20010,2.50511259
gain,Lagoon_20011,0.165235802
loss,Lagoon_20011,0.320892541
gain,Lagoon_20012,0.914888641
loss,Lagoon_20012,2.589495003
gain,Lagoon_20015,0.461611001
loss,Lagoon_20015,0.478625508
gain,Lagoon_20016,1.261389839
loss,Lagoon_20016,0.954890628
gain,Lagoon_20017,0.506961944
loss,Lagoon_20017,0.331561634
loss,Lagoon_20018,1.374327719
loss,Lagoon_20019,1.951604963
gain,Lagoon_20023,2.923896226
loss,Lagoon_20023,11.99610164
gain,Lagoon_20025,0.825903376
loss,Lagoon_20025,2.41889661
gain,Lagoon_20026,0.147220154
loss,Lagoon_20026,0.063917468
gain,Lagoon_20027,1.596233439
loss,Lagoon_20027,0.865331638
gain,Lagoon_20028,0.466277625
loss,Lagoon_20028,1.049515973
gain,Lagoon_20029,3.143191682
loss,Lagoon_20029,0.471883048
gain,Lagoon_20030,27.66651168
loss,Lagoon_20030,13.02258228
gain,Lagoon_20032,1.444727108
loss,Lagoon_20032,0.006171484
loss,Lagoon_20033,0.037436738
loss,Lagoon_20034,0.055586304
gain,Lagoon_20035,0.646525474
loss,Lagoon_20035,0.470841309
gain,Lagoon_20037,3.004222707
loss,Lagoon_20037,0.622622535
gain,Lagoon_20038,0.631871099
loss,Lagoon_20038,3.367255828
loss,Lagoon_20039,1.857510451
loss,Lagoon_20042,0.662758021
gain,Lagoon_20044,7.187187781
loss,Lagoon_20044,40.60439064
gain,Lagoon_20045,0.058449063
loss,Lagoon_20045,0.288920246
loss,Lagoon_20047,0.003019506
gain,Lagoon_20048,27.59267584
loss,Lagoon_20048,12.18596236
gain,Lagoon_20049,2.076943024
loss,Lagoon_20049,0.823004681
gain,Lagoon_20050,6.334708466
loss,Lagoon_20050,4.495595863
gain,Lagoon_20051,2.09001108
loss,Lagoon_20051,2.439191353
gain,Lagoon_20052,6.056312919
loss,Lagoon_20052,15.37668705
gain,Lagoon_20054,10.98535097
loss,Lagoon_20054,8.32125808
gain,Lagoon_20055,1.499912263
loss,Lagoon_20055,2.191284033
gain,Lagoon_20057,1.519319378
gain,Lagoon_20058,0.360062129
loss,Lagoon_20058,0.144404879
gain,Lagoon_20060,0.27646508
loss,Lagoon_20060,0.77552631
gain,Lagoon_20061,0.58039901
loss,Lagoon_20061,0.118334286
loss,Lagoon_20062,0.059516743
gain,Lagoon_20063,0.185463822
loss,Lagoon_20063,1.196081551
gain,Lagoon_20064,0.786453787
loss,Lagoon_20064,0.733395791
gain,Lagoon_20065,0.654856754
loss,Lagoon_20065,0.317174606
gain,Lagoon_20066,2.613032554
loss,Lagoon_20066,0.181492714
gain,Lagoon_20067,4.98331786
loss,Lagoon_20067,0.4160856
gain,Lagoon_20068,0.15615641
loss,Lagoon_20068,0.00477691
gain,Lagoon_20070,0.052962799
loss,Lagoon_20070,2.416438984
gain,Lagoon_20071,6.510188781
loss,Lagoon_20071,1.569929083
gain,Lagoon_20072,15.70623679
loss,Lagoon_20072,18.6817715
gain,Lagoon_20073,0.106892544
loss,Lagoon_20073,6.557212555
gain,Lagoon_20074,0.301212114
loss,Lagoon_20074,2.197753365
gain,Lagoon_20075,6.172934933
loss,Lagoon_20075,5.803531481
gain,Lagoon_20077,6.755600684
loss,Lagoon_20077,11.33324119
gain,Lagoon_20078,6.866222258
loss,Lagoon_20078,2.029563738
gain,Lagoon_20079,0.694927246
loss,Lagoon_20079,1.266273412
gain,Lagoon_20082,2.12687278
loss,Lagoon_20082,0.946796251
gain,Lagoon_20083,0.312112448
loss,Lagoon_20083,0.369032709
gain,Lagoon_20084,0.950302946
gain,Lagoon_20085,0.656489995
loss,Lagoon_20085,0.238551426
gain,Lagoon_20086,1.459343457
loss,Lagoon_20086,1.09811644
gain,Lagoon_20088,1.526840512
loss,Lagoon_20088,0.948767963
gain,Lagoon_20089,1.138770909
loss,Lagoon_20089,2.923981182
gain,Lagoon_20090,1.010122696
loss,Lagoon_20090,1.453573072
loss,Lagoon_20092,0.536182073
loss,Lagoon_20093,0.407791445
gain,Lagoon_20095,4.386327585
loss,Lagoon_20095,21.9104135
gain,Lagoon_20096,0.05506034
loss,Lagoon_20096,2.846865662
gain,Lagoon_20097,0.032220452
loss,Lagoon_20097,3.238940804
gain,Lagoon_20098,10.96147917
loss,Lagoon_20098,0.696720936
gain,Lagoon_20099,0.012275137
loss,Lagoon_20099,0.122854716
loss,Lagoon_20100,1.103031231
loss,Lagoon_20101,2.423113418
loss,Lagoon_20102,2.079554589
gain,Lagoon_20103,0.194156735
loss,Lagoon_20103,0.975654617
gain,Lagoon_20105,0.425067068
loss,Lagoon_20105,0.22793244
gain,Lagoon_20106,1.941477344
loss,Lagoon_20106,1.765751927
gain,Lagoon_20107,12.15789829
loss,Lagoon_20107,0.291638542
gain,Lagoon_20109,1.797673359
loss,Lagoon_20109,5.041082199
loss,Lagoon_20110,0.935619125
gain,Lagoon_20111,4.175913702
loss,Lagoon_20111,1.109290433
gain,Lagoon_20112,4.655484415
gain,Lagoon_20116,0.496252134
loss,Lagoon_20116,0.322635015
loss,Lagoon_20117,1.784149699
gain,Lagoon_20118,0.852271282
loss,Lagoon_20118,16.99446909
gain,Lagoon_20120,0.42340388
loss,Lagoon_20120,0.304513006
gain,Lagoon_20122,10.5032469
loss,Lagoon_20122,6.019865513
gain,Lagoon_20124,0.319504616
loss,Lagoon_20124,0.319120341
gain,Lagoon_20125,8.383360395
loss,Lagoon_20125,42.130361
gain,Lagoon_20126,0.529067275
loss,Lagoon_20126,4.037788853
gain,Lagoon_20128,0.9271384
loss,Lagoon_20128,2.213895639
loss,Lagoon_20130,2.475438263
gain,Lagoon_20131,65.11727676
loss,Lagoon_20131,4.342560408
gain,Lagoon_20132,3.386266927
loss,Lagoon_20132,6.052169251
gain,Lagoon_20133,0.001216799
gain,Lagoon_20134,14.69691499
loss,Lagoon_20134,8.948484025
loss,Lagoon_20135,0.12078834
gain,Lagoon_20136,0.241981493
loss,Lagoon_20136,2.960004012
gain,Lagoon_20137,0.586556489
loss,Lagoon_20137,1.616946039
gain,Lagoon_20138,2.601349584
loss,Lagoon_20138,2.315231035
gain,Lagoon_20141,0.092998904
loss,Lagoon_20141,2.732289974
gain,Lagoon_20142,0.911720484
loss,Lagoon_20142,3.01652288
gain,Lagoon_20143,0.410674054
loss,Lagoon_20143,1.129524242
gain,Lagoon_20144,0.807957216
loss,Lagoon_20144,0.000351344
gain,Lagoon_20145,0.014579173
loss,Lagoon_20145,0.279816169
gain,Lagoon_20151,0.007037546
loss,Lagoon_20151,0.19959328
gain,Lagoon_20153,4.204546346
loss,Lagoon_20153,8.889433235
gain,Lagoon_20154,0.22583681
loss,Lagoon_20154,0.492500014
gain,Lagoon_20156,0.904177275
loss,Lagoon_20156,0.245319212
gain,Lagoon_20160,0.00985988
loss,Lagoon_20160,0.186970812
loss,Lagoon_20161,1.16957941
gain,Lagoon_20162,0.023384529
loss,Lagoon_20162,2.144730284
gain,Lagoon_20163,0.292981625
loss,Lagoon_20163,8.580229857
gain,Lagoon_20164,0.034499791
loss,Lagoon_20164,0.035723076
gain,Lagoon_20165,4.748201322
loss,Lagoon_20165,17.77877794
gain,Lagoon_20166,7.248368751
loss,Lagoon_20166,4.662376932
gain,Lagoon_20167,18.01064247
loss,Lagoon_20167,28.01918422
gain,Lagoon_20168,53.53728142
loss,Lagoon_20168,36.52385709
gain,Lagoon_20169,1.829980191
loss,Lagoon_20169,11.99634851
gain,Lagoon_20170,4.373758889
loss,Lagoon_20170,1.864125005
gain,Lagoon_20171,0.348765809
loss,Lagoon_20171,0.595434573
gain,Lagoon_20172,0.996961899
loss,Lagoon_20172,6.147554565
gain,Lagoon_20173,2.536237122
loss,Lagoon_20173,4.512171926
gain,Lagoon_20174,6.888267252
loss,Lagoon_20174,38.530269
loss,Lagoon_20175,0.814984652
gain,Lagoon_20176,1.06041937
loss,Lagoon_20176,0.412675319
gain,Lagoon_20177,12.47732263
loss,Lagoon_20177,5.979304899
loss,Lagoon_20178,0.206917862
gain,Lagoon_20179,2.09681787
loss,Lagoon_20179,4.12692181
gain,Lagoon_20180,6.50144474
loss,Lagoon_20180,10.25785756
gain,Lagoon_20181,0.428455579
loss,Lagoon_20181,4.785779392
gain,Lagoon_20182,46.42763204
loss,Lagoon_20182,31.88242199
gain,Lagoon_20183,48.26180685
loss,Lagoon_20183,50.6425312
gain,Lagoon_20184,0.131747955
loss,Lagoon_20184,2.940587164
gain,Lagoon_20185,0.672035453
loss,Lagoon_20185,0.919044073
gain,Lagoon_20186,33.22047105
loss,Lagoon_20186,100.247033
gain,Lagoon_20187,129.2488315
loss,Lagoon_20187,135.8000392
gain,Lagoon_20188,5.757431276
loss,Lagoon_20188,2.688231796
gain,Lagoon_20189,5.261308986
loss,Lagoon_20189,16.2095099
gain,Lagoon_20190,89.92798082
loss,Lagoon_20190,3.495002845
gain,Lagoon_20191,13.34519854
loss,Lagoon_20191,12.90865224
gain,Lagoon_20192,3.356157361
loss,Lagoon_20192,3.566259614
gain,Lagoon_20193,3.644829609
loss,Lagoon_20193,7.715619492
gain,Lagoon_20194,16.3679764
loss,Lagoon_20194,17.13921719
gain,Lagoon_20195,5.27482098
loss,Lagoon_20195,7.077598098
gain,Lagoon_20196,0.461369182
loss,Lagoon_20196,1.030469641
gain,Lagoon_20197,0.141275295
loss,Lagoon_20197,2.763707343
gain,Lagoon_20198,2.583364265
loss,Lagoon_20198,2.871322362
gain,Lagoon_20199,1.114929118
loss,Lagoon_20199,1.047808033
gain,Lagoon_20202,7.876527198
loss,Lagoon_20202,53.54968782
gain,Lagoon_20203,3.880966152
loss,Lagoon_20203,3.939136631
gain,Lagoon_20205,0.895860587
loss,Lagoon_20205,1.21543466
gain,Lagoon_20206,46.27860772
loss,Lagoon_20206,32.00280709
gain,Lagoon_20207,0.044258276
loss,Lagoon_20207,1.579799052
gain,Lagoon_20208,3.981816523
loss,Lagoon_20208,2.820981363
gain,Lagoon_20209,0.274859345
loss,Lagoon_20209,0.650388201
gain,Lagoon_20211,0.997238888
loss,Lagoon_20211,0.313629348
gain,Lagoon_20213,3.262617358
loss,Lagoon_20213,3.486796027
gain,Lagoon_20216,0.652072815
loss,Lagoon_20216,3.852610791
gain,Lagoon_20217,0.726122228
loss,Lagoon_20217,2.792329745
loss,Lagoon_20218,0.002806831
gain,Lagoon_20219,10.14293101
loss,Lagoon_20219,0.230381328
gain,Lagoon_20220,0.774052225
loss,Lagoon_20220,2.380633999
gain,Lagoon_20221,0.330262392
loss,Lagoon_20221,1.286768309
gain,Lagoon_20222,6.003417465
loss,Lagoon_20222,3.362494359
gain,Lagoon_20223,0.116741382
loss,Lagoon_20223,0.312324127
gain,Lagoon_20224,2.052927592
loss,Lagoon_20224,0.119486933
gain,Lagoon_20225,0.612624143
loss,Lagoon_20225,0.924410063
gain,Lagoon_20226,0.235765942
loss,Lagoon_20226,0.169482666
gain,Lagoon_20227,0.116523609
loss,Lagoon_20227,0.061752183
gain,Lagoon_20228,1.043432365
loss,Lagoon_20228,0.087120222
gain,Lagoon_20229,0.336036485
loss,Lagoon_20229,0.472858795
gain,Lagoon_20230,0.010867787
loss,Lagoon_20230,0.435164371
gain,Lagoon_20231,0.18211932
loss,Lagoon_20231,8.892254148
gain,Lagoon_20232,0.606325591
loss,Lagoon_20232,5.846559617
gain,Lagoon_20233,9.010763134
loss,Lagoon_20233,1.511767435
loss,Lagoon_20234,0.497435896
gain,Lagoon_20235,0.324153329
loss,Lagoon_20235,0.620194392
gain,Lagoon_20236,1.685617523
loss,Lagoon_20236,0.380403074
gain,Lagoon_20237,1.485124632
loss,Lagoon_20237,0.060240002
gain,Lagoon_20238,25.71773694
loss,Lagoon_20238,15.18237783
gain,Lagoon_20239,0.434061421
loss,Lagoon_20239,0.593259892
loss,Lagoon_20240,0.000547467
gain,Lagoon_20241,1.120424197
loss,Lagoon_20241,2.277144979
gain,Lagoon_20242,3.094317555
loss,Lagoon_20242,0.214857687
gain,Lagoon_20243,38.75837231
loss,Lagoon_20243,3.394006676
gain,Lagoon_20244,0.107046688
loss,Lagoon_20244,6.275045358
loss,Lagoon_20245,0.492050957
gain,Lagoon_20246,0.266179629
loss,Lagoon_20246,3.686144274
gain,Lagoon_20247,0.143223617
loss,Lagoon_20247,14.19450105
loss,Lagoon_20248,0.063784339
gain,Lagoon_20249,0.165122325
loss,Lagoon_20249,2.77635923
loss,Lagoon_20250,0.663317701
gain,Lagoon_20251,0.298323178
loss,Lagoon_20251,0.128795489
gain,Lagoon_20253,0.747054601
loss,Lagoon_20256,0.227036065
gain,Lagoon_20258,129.6532673
loss,Lagoon_20258,55.57097671
gain,Lagoon_20260,2.161898926
loss,Lagoon_20260,3.524544158
gain,Lagoon_20261,0.031886656
loss,Lagoon_20261,17.8398304
loss,Lagoon_20262,1.744237439
loss,Lagoon_20263,0.162203027
gain,Lagoon_20265,0.982692346
loss,Lagoon_20265,0.184674623
gain,Lagoon_20266,2.41486851
loss,Lagoon_20266,1.601875499
gain,Lagoon_20268,0.558966682
loss,Lagoon_20268,6.937505851
gain,Lagoon_20269,1.722076201
loss,Lagoon_20269,0.340654227
gain,Lagoon_20270,1.47559001
loss,Lagoon_20270,2.36637122
loss,Lagoon_20271,1.132147605
gain,Lagoon_20272,5.56808214
loss,Lagoon_20272,3.205158337
gain,Lagoon_20273,1.166950554
loss,Lagoon_20273,7.594301194
gain,Lagoon_20274,0.738054325
loss,Lagoon_20274,4.302773141
loss,Lagoon_20275,0.151511872
gain,Lagoon_20276,0.771948889
loss,Lagoon_20276,1.845245377
gain,Lagoon_20277,37.29457656
loss,Lagoon_20277,20.73200373
gain,Lagoon_20278,5.461169933
loss,Lagoon_20278,4.322390493
gain,Lagoon_20279,1.010575514
loss,Lagoon_20279,0.002924895
gain,Lagoon_20280,0.387438986
loss,Lagoon_20280,7.557842868
gain,Lagoon_20283,1.154735629
loss,Lagoon_20283,0.033256651
gain,Lagoon_20284,0.025744848
loss,Lagoon_20284,7.593927593
gain,Lagoon_20285,0.668402537
loss,Lagoon_20285,0.372972771
gain,Lagoon_20286,1.424421205
loss,Lagoon_20286,3.613078686
gain,Lagoon_20288,0.03020641
gain,Lagoon_20289,0.175231016
loss,Lagoon_20289,1.249049099
gain,Lagoon_20290,0.921105131
loss,Lagoon_20290,0.751550286
loss,Lagoon_20291,16.66345249
gain,Lagoon_20292,0.111357931
loss,Lagoon_20292,0.586987698
gain,Lagoon_20293,3.016653768
loss,Lagoon_20293,0.364537694
gain,Lagoon_20294,6.60792972
loss,Lagoon_20294,0.039103942
loss,Lagoon_20295,3.56267557
gain,Lagoon_20296,1.015527528
loss,Lagoon_20296,0.552287488
gain,Lagoon_20297,19.05483805
loss,Lagoon_20297,4.543116334
gain,Lagoon_20299,25.21090452
loss,Lagoon_20299,11.79301901
gain,Lagoon_20300,2.146835187
loss,Lagoon_20300,0.328420231
gain,Lagoon_20301,6.689064012
loss,Lagoon_20301,12.04955276
gain,Lagoon_20302,5.739673656
loss,Lagoon_20302,3.33048334
gain,Lagoon_20303,1.645486757
loss,Lagoon_20303,1.021903646
gain,Lagoon_20304,0.113411716
loss,Lagoon_20304,1.18648046
gain,Lagoon_20305,0.29682952
loss,Lagoon_20305,0.473530144
gain,Lagoon_20306,1.231675871
loss,Lagoon_20306,0.098630446
gain,Lagoon_20307,4.231086919
loss,Lagoon_20307,4.295086791
gain,Lagoon_20308,0.293903867
loss,Lagoon_20308,0.643316898
gain,Lagoon_20309,0.649382361
loss,Lagoon_20309,8.805433018
gain,Lagoon_20310,0.184923136
loss,Lagoon_20310,2.437106891
gain,Lagoon_20311,4.403391129
loss,Lagoon_20311,5.697438623
gain,Lagoon_20312,0.972642253
loss,Lagoon_20312,2.088042147
gain,Lagoon_20313,0.297811329
loss,Lagoon_20313,0.207944576
gain,Lagoon_20314,3.444989782
loss,Lagoon_20314,1.234076504
gain,Lagoon_20316,1.006484774
loss,Lagoon_20316,1.719655249
gain,Lagoon_20318,1.847844895
loss,Lagoon_20318,17.9846966
gain,Lagoon_20319,0.000600553
loss,Lagoon_20319,1.711300365
gain,Lagoon_20320,0.227165298
loss,Lagoon_20320,1.018584367
loss,Lagoon_20321,0.822350564
gain,Lagoon_20322,1.100036114
loss,Lagoon_20322,3.840989097
gain,Lagoon_20323,0.068060954
loss,Lagoon_20323,2.47376448
gain,Lagoon_20324,1.472463077
loss,Lagoon_20324,2.797838592
gain,Lagoon_20325,1.361147185
loss,Lagoon_20325,9.394362653
gain,Lagoon_20326,1.145179091
loss,Lagoon_20326,0.255511791
gain,Lagoon_20327,1.263929221
loss,Lagoon_20327,8.212511683
