chng_type,Type,area_ha
loss,Estuary_90007,1.588993809
gain,Estuary_90008,0.062840212
loss,Estuary_90008,0.581076917
loss,Estuary_90009,0.951827962
loss,Estuary_90010,0.146826441
loss,Estuary_90011,0.169544022
gain,Estuary_90012,3.426179872
loss,Estuary_90012,122.2614181
gain,Estuary_90018,1.681441653
loss,Estuary_90018,0.116618993
gain,Estuary_90019,2.743331458
loss,Estuary_90019,6.128748086
gain,Estuary_90020,20.9937445
loss,Estuary_90020,5.33147227
gain,Estuary_90021,196.829847
loss,Estuary_90021,467.0975224
gain,Estuary_90022,14.13588913
loss,Estuary_90022,22.97009965
gain,Estuary_90023,28.21932761
loss,Estuary_90023,1.142264398
gain,Estuary_90024,34.95606931
loss,Estuary_90024,20.82916026
gain,Estuary_902,249.4910426
loss,Estuary_902,139.3174539
gain,Estuary_903,34.49047727
loss,Estuary_903,162.6992519
gain,Estuary_909,172.0139373
loss,Estuary_909,650.8002725
gain,Estuary_920,15.02122128
loss,Estuary_920,432.0147729
gain,Estuary_927,55.34659885
loss,Estuary_927,267.8660772
gain,Estuary_930,8.628850792
loss,Estuary_930,68.31292555
gain,Estuary_931,2.516395398
loss,Estuary_931,26.03460213
gain,Estuary_935,21.32277365
loss,Estuary_935,111.4302231
gain,Estuary_936,6.573546019
loss,Estuary_936,40.47345196
gain,Estuary_937,17.00225592
loss,Estuary_937,71.26545992
gain,Estuary_939,0.929301855
loss,Estuary_939,26.43302208
gain,Estuary_946,0.20302689
loss,Estuary_946,7.134845652
gain,Estuary_951,59.47169763
loss,Estuary_951,443.0155318
gain,Estuary_953,14.00737466
loss,Estuary_953,1142.891911
gain,Estuary_959,600.8725408
loss,Estuary_959,712.1704368
gain,Estuary_96,24.73656939
loss,Estuary_96,10.41776705
gain,Estuary_961,60.61971452
loss,Estuary_961,262.5583639
gain,Estuary_97,155.34058
loss,Estuary_97,167.5355913
gain,Estuary_970,40.42632294
loss,Estuary_970,172.3124207
gain,Estuary_973,424.3881206
loss,Estuary_973,1588.207971
gain,Estuary_974,58.33180326
loss,Estuary_974,130.3873601
gain,Estuary_977,14.72555053
loss,Estuary_977,69.06541306
gain,Estuary_979,22.27266004
loss,Estuary_979,461.7139595
gain,Estuary_982,711.6233186
loss,Estuary_982,5118.821643
gain,Estuary_996,209.3872534
loss,Estuary_996,496.3653313
gain,Lagoon_10083,10.97885095
loss,Lagoon_10083,11.91147233
gain,Lagoon_10095,1.330210533
loss,Lagoon_10095,0.250001811
gain,Lagoon_10116,2.168030623
loss,Lagoon_10116,0.148423251
gain,Lagoon_10120,0.991523228
loss,Lagoon_10120,5.238674956
gain,Lagoon_10122,0.100546491
loss,Lagoon_10122,7.019183078
gain,Lagoon_10371,12.1253454
loss,Lagoon_10371,50.914896
gain,Lagoon_10407,5.371900959
loss,Lagoon_10407,18.74539634
gain,Lagoon_10444,3.339419113
loss,Lagoon_10444,7.188256547
loss,Lagoon_10480,2.376387998
gain,Lagoon_10493,6.415861953
loss,Lagoon_10493,4.535387071
gain,Lagoon_1125,2.24992574
loss,Lagoon_1125,20.99185458
gain,Lagoon_1148,15.6513996
loss,Lagoon_1148,74.43925462
gain,Lagoon_1246,17.88232596
loss,Lagoon_1246,158.2624735
gain,Lagoon_1255,28.26350977
loss,Lagoon_1255,15.73439731
gain,Lagoon_134,150.7623347
loss,Lagoon_134,89.87894163
gain,Lagoon_14,93.01877122
loss,Lagoon_14,89.33200332
gain,Lagoon_1415,5.906188774
loss,Lagoon_1415,37.43225424
gain,Lagoon_1454,8.110722135
loss,Lagoon_1454,69.94215182
gain,Lagoon_1456,6.055343716
loss,Lagoon_1456,78.85773362
gain,Lagoon_1564,23.50562997
loss,Lagoon_1564,65.66001085
gain,Lagoon_1708,34.12414871
loss,Lagoon_1708,668.6818342
gain,Lagoon_1760,3.662403744
loss,Lagoon_1760,34.70232562
gain,Lagoon_20000,605.0688877
loss,Lagoon_20000,2910.046875
gain,Lagoon_20001,624.8017464
loss,Lagoon_20001,7235.074277
gain,Lagoon_20002,134.5200231
loss,Lagoon_20002,92.57403244
gain,Lagoon_20010,24.95501594
loss,Lagoon_20010,14.70543475
gain,Lagoon_20011,20.17636562
loss,Lagoon_20011,5.206730316
gain,Lagoon_20012,9.481997582
loss,Lagoon_20012,108.6714449
gain,Lagoon_20015,8.078906696
loss,Lagoon_20015,17.55123524
gain,Lagoon_20016,27.13427253
loss,Lagoon_20016,15.14212434
gain,Lagoon_20017,63.9462181
loss,Lagoon_20017,66.53097333
gain,Lagoon_20018,13.27482442
loss,Lagoon_20018,71.86677361
gain,Lagoon_20019,40.78595926
loss,Lagoon_20019,27.73889993
gain,Lagoon_20020,2.863020253
loss,Lagoon_20020,42.54335585
gain,Lagoon_20021,16.33874053
loss,Lagoon_20021,46.32252317
gain,Lagoon_20022,2.183009445
loss,Lagoon_20022,17.80876543
gain,Lagoon_20023,91.43431634
loss,Lagoon_20023,549.51407
gain,Lagoon_20024,9.957837208
loss,Lagoon_20024,7.641831136
gain,Lagoon_20025,87.55289112
loss,Lagoon_20025,101.1136004
gain,Lagoon_20026,3.684835338
loss,Lagoon_20026,7.483938688
gain,Lagoon_20027,81.64133677
loss,Lagoon_20027,26.55297275
gain,Lagoon_20028,8.252674531
loss,Lagoon_20028,39.40561232
gain,Lagoon_20029,206.0141394
loss,Lagoon_20029,236.8821774
gain,Lagoon_20030,350.4689815
loss,Lagoon_20030,417.3758342
gain,Lagoon_20031,30.0553648
loss,Lagoon_20031,21.45930166
gain,Lagoon_20032,163.3866349
loss,Lagoon_20032,66.20683298
gain,Lagoon_20033,6.435874199
loss,Lagoon_20033,42.96640977
gain,Lagoon_20034,3.1592333
loss,Lagoon_20034,11.06027896
gain,Lagoon_20035,5.030047021
loss,Lagoon_20035,23.28854961
gain,Lagoon_20036,11.37107361
loss,Lagoon_20036,33.99956022
gain,Lagoon_20037,45.98815458
loss,Lagoon_20037,17.17730539
gain,Lagoon_20038,2.149428128
loss,Lagoon_20038,10.30756061
gain,Lagoon_20039,3.769226718
loss,Lagoon_20039,101.6497114
gain,Lagoon_20040,2.636884195
loss,Lagoon_20040,9.056742908
gain,Lagoon_20041,3.239230254
loss,Lagoon_20041,118.722092
gain,Lagoon_20042,0.056100302
loss,Lagoon_20042,169.3021215
gain,Lagoon_20043,13.63524534
loss,Lagoon_20043,2.870416748
gain,Lagoon_20044,31.08266532
loss,Lagoon_20044,466.9583609
gain,Lagoon_20045,4.909184104
loss,Lagoon_20045,11.57514473
gain,Lagoon_20046,2.279907979
loss,Lagoon_20046,2.689146581
gain,Lagoon_20047,14.23773057
loss,Lagoon_20047,9.998255655
gain,Lagoon_20048,148.1749035
loss,Lagoon_20048,188.5506728
gain,Lagoon_20049,2.463576482
loss,Lagoon_20049,22.23417793
gain,Lagoon_20050,49.76120308
loss,Lagoon_20050,98.49361529
gain,Lagoon_20051,5.758834103
loss,Lagoon_20051,18.92326014
gain,Lagoon_20052,153.6241172
loss,Lagoon_20052,77.42594687
gain,Lagoon_20054,140.581299
loss,Lagoon_20054,138.0493806
gain,Lagoon_20055,5.644650427
loss,Lagoon_20055,31.05175653
gain,Lagoon_20057,101.9793008
loss,Lagoon_20057,74.15584733
gain,Lagoon_20058,5.84464554
loss,Lagoon_20058,7.242122918
gain,Lagoon_20059,1.773463112
loss,Lagoon_20059,1.596113396
gain,Lagoon_20060,1.261203426
loss,Lagoon_20060,12.35342981
gain,Lagoon_20061,0.366277894
loss,Lagoon_20061,1.005831146
gain,Lagoon_20062,0.177472832
loss,Lagoon_20062,0.413742465
gain,Lagoon_20063,0.524652568
loss,Lagoon_20063,2.177090889
gain,Lagoon_20064,4.66252315
loss,Lagoon_20064,15.02120837
gain,Lagoon_20065,34.40500354
loss,Lagoon_20065,46.74509534
gain,Lagoon_20066,9.761386131
loss,Lagoon_20066,12.60929825
gain,Lagoon_20067,2.457729802
loss,Lagoon_20067,1.191019876
gain,Lagoon_20068,4.731359414
loss,Lagoon_20068,11.260325
gain,Lagoon_20069,9.467512938
loss,Lagoon_20069,8.748407557
gain,Lagoon_20070,2.405861727
loss,Lagoon_20070,4.480304704
gain,Lagoon_20071,21.9299104
loss,Lagoon_20071,25.19024714
gain,Lagoon_20072,15.81817445
loss,Lagoon_20072,42.62236171
gain,Lagoon_20073,20.41592967
loss,Lagoon_20073,60.3680444
gain,Lagoon_20074,2.711381881
loss,Lagoon_20074,7.74369485
gain,Lagoon_20075,7.919078095
loss,Lagoon_20075,43.75921646
gain,Lagoon_20076,8.887903844
loss,Lagoon_20076,134.9384557
gain,Lagoon_20077,11.64661061
loss,Lagoon_20077,28.00480622
gain,Lagoon_20078,13.21468956
loss,Lagoon_20078,15.45052487
gain,Lagoon_20079,8.258099768
loss,Lagoon_20079,10.46949977
gain,Lagoon_20080,2.706461897
loss,Lagoon_20080,10.4314502
gain,Lagoon_20081,9.671027291
loss,Lagoon_20081,98.8771708
gain,Lagoon_20082,2.345973895
loss,Lagoon_20082,6.720868083
gain,Lagoon_20083,0.506392634
loss,Lagoon_20083,6.354713425
gain,Lagoon_20084,3.159762056
loss,Lagoon_20084,9.159238995
gain,Lagoon_20085,6.605902889
loss,Lagoon_20085,7.264016742
gain,Lagoon_20086,36.5542947
loss,Lagoon_20086,37.2141032
gain,Lagoon_20087,13.9497345
loss,Lagoon_20087,15.34488215
gain,Lagoon_20088,14.74339604
loss,Lagoon_20088,204.5529955
gain,Lagoon_20089,24.35867425
loss,Lagoon_20089,274.5713118
gain,Lagoon_20090,64.00913895
loss,Lagoon_20090,320.0357339
gain,Lagoon_20091,1.974050122
loss,Lagoon_20091,3.409665878
gain,Lagoon_20092,0.119563321
loss,Lagoon_20092,135.3224196
gain,Lagoon_20093,0.119487054
loss,Lagoon_20093,37.23363735
gain,Lagoon_20094,5.007282898
loss,Lagoon_20094,485.6635616
gain,Lagoon_20095,88.17790144
loss,Lagoon_20095,913.8510035
gain,Lagoon_20096,18.48238034
loss,Lagoon_20096,70.05192746
gain,Lagoon_20097,31.46101147
loss,Lagoon_20097,8.09847657
gain,Lagoon_20098,9.061874062
loss,Lagoon_20098,20.52911314
gain,Lagoon_20099,6.18142822
loss,Lagoon_20099,7.381059724
gain,Lagoon_20100,11.96155951
loss,Lagoon_20100,20.33386566
gain,Lagoon_20101,2.722663601
loss,Lagoon_20101,1.187389252
gain,Lagoon_20102,9.822253803
loss,Lagoon_20102,15.0804434
gain,Lagoon_20103,15.12590605
loss,Lagoon_20103,26.41284413
gain,Lagoon_20105,14.08779967
loss,Lagoon_20105,41.90385287
gain,Lagoon_20106,2.916384644
loss,Lagoon_20106,2.741030916
gain,Lagoon_20107,14.71451769
loss,Lagoon_20107,7.31948441
gain,Lagoon_20108,3.747028333
loss,Lagoon_20108,5.562038441
gain,Lagoon_20109,31.39884245
loss,Lagoon_20109,39.0399903
gain,Lagoon_20110,19.91046113
loss,Lagoon_20110,40.86449804
gain,Lagoon_20111,33.81077852
loss,Lagoon_20111,78.70821527
gain,Lagoon_20112,14.89161966
loss,Lagoon_20112,33.91738206
gain,Lagoon_20115,50.18253748
loss,Lagoon_20115,210.631225
gain,Lagoon_20116,174.3652238
loss,Lagoon_20116,2270.157719
gain,Lagoon_20117,0.459235176
loss,Lagoon_20117,22.50451192
gain,Lagoon_20118,2.148810146
loss,Lagoon_20118,31.94647689
gain,Lagoon_20119,27.33497028
loss,Lagoon_20119,47.87297895
gain,Lagoon_20120,4.279901483
loss,Lagoon_20120,9.101984755
gain,Lagoon_20121,2.178647736
loss,Lagoon_20121,5.962198489
gain,Lagoon_20122,16.66336283
loss,Lagoon_20122,43.73857813
gain,Lagoon_20123,11.33329859
loss,Lagoon_20123,16.65578819
gain,Lagoon_20124,3.277274377
loss,Lagoon_20124,11.49900122
gain,Lagoon_20125,13.9624366
loss,Lagoon_20125,139.1995167
gain,Lagoon_20126,9.090815302
loss,Lagoon_20126,13.09600031
gain,Lagoon_20127,3.213464564
loss,Lagoon_20127,21.19741706
gain,Lagoon_20128,18.44069386
loss,Lagoon_20128,84.33748424
gain,Lagoon_20130,0.711743007
loss,Lagoon_20130,60.4851393
gain,Lagoon_20131,28.91524885
loss,Lagoon_20131,40.23204587
gain,Lagoon_20132,5.110354247
loss,Lagoon_20132,45.81803357
gain,Lagoon_20133,3.805483375
loss,Lagoon_20133,8.743258596
gain,Lagoon_20134,57.26320481
loss,Lagoon_20134,267.7220295
gain,Lagoon_20135,10.87076283
loss,Lagoon_20135,14.55467591
gain,Lagoon_20136,0.846925547
loss,Lagoon_20136,5.993193547
gain,Lagoon_20137,0.806120467
loss,Lagoon_20137,4.195940042
gain,Lagoon_20138,15.38630442
loss,Lagoon_20138,52.61623635
gain,Lagoon_20139,1.45386486
loss,Lagoon_20139,3.816383571
gain,Lagoon_20140,0.242331252
loss,Lagoon_20140,0.726999652
gain,Lagoon_20141,5.723764963
loss,Lagoon_20141,8.840638171
gain,Lagoon_20142,19.81312459
loss,Lagoon_20142,33.46399434
gain,Lagoon_20143,2.013392604
loss,Lagoon_20143,3.355011537
gain,Lagoon_20144,2.161766348
loss,Lagoon_20144,3.817854591
gain,Lagoon_20145,2.712944023
loss,Lagoon_20145,2.387082388
gain,Lagoon_20146,11.15285333
loss,Lagoon_20146,19.33562918
gain,Lagoon_20147,14.17738645
loss,Lagoon_20147,17.20674611
gain,Lagoon_20148,18.65912119
loss,Lagoon_20148,5.51291654
gain,Lagoon_20149,16.29036452
loss,Lagoon_20149,68.79536092
gain,Lagoon_20150,9.142339952
loss,Lagoon_20150,5.146305938
gain,Lagoon_20151,6.654928758
loss,Lagoon_20151,13.79031666
gain,Lagoon_20152,6.239496181
loss,Lagoon_20152,0.848095002
gain,Lagoon_20153,11.23749303
loss,Lagoon_20153,34.46940701
gain,Lagoon_20154,53.83688505
loss,Lagoon_20154,97.28081575
gain,Lagoon_20155,2.300014222
loss,Lagoon_20155,77.29168964
gain,Lagoon_20156,100.2685429
loss,Lagoon_20156,57.54262364
loss,Lagoon_20158,0.303744087
gain,Lagoon_20159,4.131173121
loss,Lagoon_20159,32.92762738
gain,Lagoon_20160,0.172463263
loss,Lagoon_20160,1.08929003
gain,Lagoon_20161,0.182062148
loss,Lagoon_20161,8.115621068
gain,Lagoon_20162,4.851340087
loss,Lagoon_20162,28.60806893
gain,Lagoon_20163,19.59562677
loss,Lagoon_20163,421.976016
gain,Lagoon_20164,6.091173767
loss,Lagoon_20164,10.13937314
gain,Lagoon_20165,14.10221909
loss,Lagoon_20165,65.48330917
gain,Lagoon_20166,10.44922389
loss,Lagoon_20166,50.49769185
gain,Lagoon_20167,14.12476795
loss,Lagoon_20167,125.6693374
gain,Lagoon_20168,34.23020277
loss,Lagoon_20168,266.6858994
gain,Lagoon_20169,5.11167719
loss,Lagoon_20169,26.38014757
gain,Lagoon_20170,9.592836205
loss,Lagoon_20170,81.39826422
gain,Lagoon_20171,7.325137044
loss,Lagoon_20171,109.3512199
gain,Lagoon_20172,0.574086763
loss,Lagoon_20172,3.860590095
gain,Lagoon_20173,3.375276248
loss,Lagoon_20173,25.39677526
gain,Lagoon_20174,17.28265255
loss,Lagoon_20174,131.0134833
gain,Lagoon_20175,0.119058029
loss,Lagoon_20175,3.94730188
gain,Lagoon_20176,7.235193254
loss,Lagoon_20176,9.765719207
gain,Lagoon_20177,42.82161521
loss,Lagoon_20177,242.0142785
gain,Lagoon_20178,0.482880057
loss,Lagoon_20178,8.847026686
gain,Lagoon_20179,4.968136148
loss,Lagoon_20179,15.6186523
gain,Lagoon_20180,25.8162606
loss,Lagoon_20180,62.29112166
gain,Lagoon_20181,4.529892645
loss,Lagoon_20181,18.01062358
gain,Lagoon_20182,69.15603578
loss,Lagoon_20182,120.1870389
gain,Lagoon_20183,75.17471176
loss,Lagoon_20183,154.2744561
gain,Lagoon_20184,18.93624417
loss,Lagoon_20184,140.6159185
gain,Lagoon_20185,9.512287166
loss,Lagoon_20185,12.45559714
gain,Lagoon_20186,15.24096432
loss,Lagoon_20186,273.6137734
gain,Lagoon_20187,120.544222
loss,Lagoon_20187,573.1673618
gain,Lagoon_20188,4.688568079
loss,Lagoon_20188,12.31684021
gain,Lagoon_20189,16.62342436
loss,Lagoon_20189,78.50383216
gain,Lagoon_20190,5.859959356
loss,Lagoon_20190,12.00584991
gain,Lagoon_20191,17.20080725
loss,Lagoon_20191,80.00658877
gain,Lagoon_20192,3.559915131
loss,Lagoon_20192,37.05713673
gain,Lagoon_20193,10.72554924
loss,Lagoon_20193,26.14380015
gain,Lagoon_20194,28.02940599
loss,Lagoon_20194,126.4202881
gain,Lagoon_20195,14.35829009
loss,Lagoon_20195,11.73748126
gain,Lagoon_20196,0.184263488
loss,Lagoon_20196,1.728119329
gain,Lagoon_20197,0.916115836
loss,Lagoon_20197,6.576572353
gain,Lagoon_20198,1.308380321
loss,Lagoon_20198,7.388706102
gain,Lagoon_20199,6.857516363
loss,Lagoon_20199,12.27916921
gain,Lagoon_20200,1.962105003
loss,Lagoon_20200,65.16587446
gain,Lagoon_20201,0.297054526
loss,Lagoon_20201,33.62808082
gain,Lagoon_20202,19.49059813
loss,Lagoon_20202,223.9134183
gain,Lagoon_20203,28.05182875
loss,Lagoon_20203,24.72627021
gain,Lagoon_20204,2.752912092
loss,Lagoon_20204,22.25793369
gain,Lagoon_20205,10.92203337
loss,Lagoon_20205,43.90018193
gain,Lagoon_20206,83.73459718
loss,Lagoon_20206,133.0521845
gain,Lagoon_20207,28.36227033
loss,Lagoon_20207,208.8955617
gain,Lagoon_20208,204.9485771
loss,Lagoon_20208,336.0970396
gain,Lagoon_20209,24.36965072
loss,Lagoon_20209,75.22135853
gain,Lagoon_20210,47.38900621
loss,Lagoon_20210,28.89891926
gain,Lagoon_20211,133.4008569
loss,Lagoon_20211,154.4274265
gain,Lagoon_20212,77.39669823
loss,Lagoon_20212,48.88624145
gain,Lagoon_20213,52.43481231
loss,Lagoon_20213,30.64063077
gain,Lagoon_20214,31.85632924
loss,Lagoon_20214,18.4020217
gain,Lagoon_20215,10.20324464
loss,Lagoon_20215,27.95370716
gain,Lagoon_20216,6.722940659
loss,Lagoon_20216,47.10793256
gain,Lagoon_20217,4.775200965
loss,Lagoon_20217,10.26567463
gain,Lagoon_20218,4.594674537
loss,Lagoon_20218,15.11124797
gain,Lagoon_20219,13.46938725
loss,Lagoon_20219,8.984674461
gain,Lagoon_20220,48.857898
loss,Lagoon_20220,20.20586718
gain,Lagoon_20221,9.515875726
loss,Lagoon_20221,9.082918566
gain,Lagoon_20222,21.10817633
loss,Lagoon_20222,10.16399655
gain,Lagoon_20223,11.38213029
loss,Lagoon_20223,5.407887092
gain,Lagoon_20224,2.965453275
loss,Lagoon_20224,1.015639051
gain,Lagoon_20225,1.622416111
loss,Lagoon_20225,8.074600555
gain,Lagoon_20226,5.599445672
loss,Lagoon_20226,20.22369009
gain,Lagoon_20227,30.93933254
loss,Lagoon_20227,14.66749791
gain,Lagoon_20228,10.73134219
loss,Lagoon_20228,5.001380616
gain,Lagoon_20229,0.506782208
loss,Lagoon_20229,4.885211785
gain,Lagoon_20230,4.088798146
loss,Lagoon_20230,22.83563523
loss,Lagoon_20231,46.53160139
gain,Lagoon_20232,0.060632005
loss,Lagoon_20232,1.975074092
gain,Lagoon_20233,42.59993897
loss,Lagoon_20233,181.9319499
gain,Lagoon_20234,2.939314639
loss,Lagoon_20234,31.95489464
gain,Lagoon_20235,6.169123803
loss,Lagoon_20235,220.8101484
gain,Lagoon_20236,13.58961187
loss,Lagoon_20236,33.68487387
gain,Lagoon_20237,3.411504983
loss,Lagoon_20237,44.66563824
gain,Lagoon_20238,13.03334049
loss,Lagoon_20238,193.9925064
gain,Lagoon_20239,0.052144829
loss,Lagoon_20239,2.931736703
gain,Lagoon_20240,5.018703242
loss,Lagoon_20240,0.725046034
gain,Lagoon_20241,0.210778907
loss,Lagoon_20241,10.12732535
gain,Lagoon_20242,4.861002277
loss,Lagoon_20242,2.274974775
gain,Lagoon_20243,124.1660712
loss,Lagoon_20243,15.18298106
gain,Lagoon_20244,0.432343743
loss,Lagoon_20244,49.7028688
loss,Lagoon_20245,5.851206397
gain,Lagoon_20246,1.649610101
loss,Lagoon_20246,17.6269005
gain,Lagoon_20247,0.57540727
loss,Lagoon_20247,27.30448344
gain,Lagoon_20248,7.551528534
loss,Lagoon_20248,8.926334939
gain,Lagoon_20249,0.676841037
loss,Lagoon_20249,19.41544196
gain,Lagoon_20250,1.08251038
loss,Lagoon_20250,32.77450042
gain,Lagoon_20251,1.634148799
loss,Lagoon_20251,4.46085003
gain,Lagoon_20252,1.075233786
loss,Lagoon_20252,4.360632146
gain,Lagoon_20253,5.350130729
loss,Lagoon_20253,10.22200252
gain,Lagoon_20254,0.538120183
loss,Lagoon_20254,6.397690177
gain,Lagoon_20256,2.093892641
loss,Lagoon_20256,18.37880519
gain,Lagoon_20257,4.369632391
loss,Lagoon_20257,10.53521996
gain,Lagoon_20258,27.0968101
loss,Lagoon_20258,326.8595081
gain,Lagoon_20259,1.50114337
loss,Lagoon_20259,89.28694861
gain,Lagoon_20260,0.660595612
loss,Lagoon_20260,2.420684153
gain,Lagoon_20261,1.111536151
loss,Lagoon_20261,19.05039336
gain,Lagoon_20262,1.209558675
loss,Lagoon_20262,22.99118976
gain,Lagoon_20263,4.830652367
loss,Lagoon_20263,24.11186435
gain,Lagoon_20264,1.334133586
loss,Lagoon_20264,1.940557378
gain,Lagoon_20265,19.16698619
loss,Lagoon_20265,5.624251551
gain,Lagoon_20266,18.66656006
loss,Lagoon_20266,20.68733641
gain,Lagoon_20267,1.388297037
loss,Lagoon_20267,0.482879725
gain,Lagoon_20268,5.181250489
loss,Lagoon_20268,11.49156788
gain,Lagoon_20269,9.30368977
loss,Lagoon_20269,31.05030821
gain,Lagoon_20270,7.324007392
loss,Lagoon_20270,11.85769801
gain,Lagoon_20271,5.244524017
loss,Lagoon_20271,9.416946883
gain,Lagoon_20272,26.35655258
loss,Lagoon_20272,114.410128
gain,Lagoon_20273,1.401305944
loss,Lagoon_20273,7.098121481
gain,Lagoon_20274,2.782562652
loss,Lagoon_20274,6.318779343
gain,Lagoon_20275,1.845316385
loss,Lagoon_20275,12.52769031
gain,Lagoon_20276,7.287919772
loss,Lagoon_20276,35.3743623
gain,Lagoon_20277,45.21149877
loss,Lagoon_20277,125.9385069
gain,Lagoon_20278,4.066228619
loss,Lagoon_20278,8.637075235
gain,Lagoon_20279,0.50888313
loss,Lagoon_20279,9.417732009
gain,Lagoon_20280,14.62619339
loss,Lagoon_20280,212.9661519
gain,Lagoon_20281,4.002363752
loss,Lagoon_20281,146.2076629
gain,Lagoon_20282,2.85487824
loss,Lagoon_20282,2.247463724
loss,Lagoon_20283,0.878377066
gain,Lagoon_20284,0.642543381
loss,Lagoon_20284,7.715855875
gain,Lagoon_20285,0.42534695
loss,Lagoon_20285,34.14072192
gain,Lagoon_20286,28.7204901
loss,Lagoon_20286,9.818388235
gain,Lagoon_20287,3.581632575
loss,Lagoon_20287,130.4573594
gain,Lagoon_20288,7.561615468
loss,Lagoon_20288,12.02545433
gain,Lagoon_20289,4.440662394
loss,Lagoon_20289,2.455816105
gain,Lagoon_20290,2.175867494
loss,Lagoon_20290,69.01944723
gain,Lagoon_20291,0.545900706
loss,Lagoon_20291,15.42299322
gain,Lagoon_20292,16.32104746
loss,Lagoon_20292,26.27489429
gain,Lagoon_20293,3.316827127
loss,Lagoon_20293,10.85466733
gain,Lagoon_20294,5.916983437
loss,Lagoon_20294,2.489964188
gain,Lagoon_20295,0.119674903
loss,Lagoon_20295,11.39611584
gain,Lagoon_20296,13.49565379
loss,Lagoon_20296,24.85741996
gain,Lagoon_20297,143.9663968
loss,Lagoon_20297,89.15001294
gain,Lagoon_20299,94.27449922
loss,Lagoon_20299,72.19938134
gain,Lagoon_20300,21.68687674
loss,Lagoon_20300,17.36637444
gain,Lagoon_20301,30.68241813
loss,Lagoon_20301,57.71281736
gain,Lagoon_20302,35.59050864
loss,Lagoon_20302,29.83146015
gain,Lagoon_20303,24.34356596
loss,Lagoon_20303,14.33254093
loss,Lagoon_20304,5.901941941
gain,Lagoon_20305,4.472918802
loss,Lagoon_20305,10.48522712
gain,Lagoon_20306,42.95872492
loss,Lagoon_20306,21.84865403
gain,Lagoon_20307,8.663702639
loss,Lagoon_20307,17.11426168
gain,Lagoon_20308,11.34830216
loss,Lagoon_20308,21.90060192
gain,Lagoon_20309,2.3370213
loss,Lagoon_20309,18.94795702
gain,Lagoon_20310,5.8076555
loss,Lagoon_20310,27.57630213
gain,Lagoon_20311,166.1963174
loss,Lagoon_20311,103.0533222
gain,Lagoon_20312,156.8166688
loss,Lagoon_20312,50.01548019
gain,Lagoon_20313,10.50335523
loss,Lagoon_20313,17.42745747
gain,Lagoon_20314,15.0380024
loss,Lagoon_20314,10.82950277
gain,Lagoon_20315,0.228485246
loss,Lagoon_20315,0.342732855
gain,Lagoon_20316,4.720970203
loss,Lagoon_20316,25.0268559
gain,Lagoon_20318,4.012334692
loss,Lagoon_20318,49.11157347
gain,Lagoon_20319,0.519244755
loss,Lagoon_20319,6.721690393
gain,Lagoon_20320,2.902128467
loss,Lagoon_20320,30.44831611
gain,Lagoon_20321,1.004476406
loss,Lagoon_20321,50.22705429
gain,Lagoon_20322,3.373509709
loss,Lagoon_20322,6.776051636
gain,Lagoon_20323,2.192135354
loss,Lagoon_20323,103.51016
gain,Lagoon_20324,4.071065942
loss,Lagoon_20324,28.47922531
gain,Lagoon_20325,17.38060129
loss,Lagoon_20325,129.8583912
gain,Lagoon_20326,122.0247659
loss,Lagoon_20326,69.62065559
gain,Lagoon_20327,2.804763079
loss,Lagoon_20327,29.46776415
gain,Lagoon_20328,6.102913149
loss,Lagoon_20328,22.75964492
gain,Lagoon_20329,3.756904814
loss,Lagoon_20329,19.10071691
gain,Lagoon_20330,0.415216916
loss,Lagoon_20330,36.64331674
gain,Lagoon_20331,2.373521802
loss,Lagoon_20331,41.42268147
gain,Lagoon_20332,8.046161913
loss,Lagoon_20332,40.77884453
gain,Lagoon_20333,0.297141601
loss,Lagoon_20333,5.942717349
gain,Lagoon_20334,0.772916374
loss,Lagoon_20334,20.37408091
gain,Lagoon_20335,0.509662163
loss,Lagoon_20335,17.33705762
gain,Lagoon_20336,0.595187227
loss,Lagoon_20336,7.998431817
gain,Lagoon_20337,0.476053374
loss,Lagoon_20337,8.152351175
loss,Lagoon_20338,6.453959843
gain,Lagoon_20339,23.33909392
loss,Lagoon_20339,362.0635957
gain,Lagoon_20340,8.65737515
loss,Lagoon_20340,67.99546959
gain,Lagoon_20341,2.397381034
loss,Lagoon_20341,47.93977754
gain,Lagoon_20342,2.858352395
loss,Lagoon_20342,21.728034
gain,Lagoon_20343,0.775928577
loss,Lagoon_20343,8.415788679
gain,Lagoon_20344,0.775456072
loss,Lagoon_20344,2.922875776
gain,Lagoon_20345,1.069189402
loss,Lagoon_20345,14.23043512
gain,Lagoon_20346,4.653697844
loss,Lagoon_20346,70.71631901
gain,Lagoon_20347,1.237595745
loss,Lagoon_20347,5.009384528
loss,Lagoon_20348,30.99740102
gain,Lagoon_20349,0.523695238
loss,Lagoon_20349,9.174260695
gain,Lagoon_20350,0.231965411
loss,Lagoon_20350,3.189568364
gain,Lagoon_20351,0.04150173
loss,Lagoon_20351,4.45793142
gain,Lagoon_20352,0.05765692
loss,Lagoon_20352,9.859196896
gain,Lagoon_20353,13.97453931
loss,Lagoon_20353,15.50499531
gain,Lagoon_20354,0.416721029
loss,Lagoon_20354,13.51324351
gain,Lagoon_20355,1.964645414
loss,Lagoon_20355,7.061735875
gain,Lagoon_20356,2.833633901
loss,Lagoon_20356,20.32610451
